
International Seismological Centre
ISC: Focal Mechanism solutions

Any use of data from the ISC should be cited. The correct format for citations may be found on our citation page.

The ISC Bulletin has now been completely rebuilt for the period 1964-2010. As a result, the ISC hypocentre solutions and magnitudes for the entire period of 1964-latest are based on the ak135 velocity model and the location procedure that is currently used in operations. The Bulletin has been cleaned up and a considerable number of previously unavailable data of permanent and temporary seismic deployments have been added.

Once the search has completed, a compressed KML file will be available to view the results in Google Earth.

Make an event map
Search summary:
Database: ISC Bulletin
Search type: Rectangular search
Latitude range: 35 to 39
Longitude range: 139 to 143
Start date: 2012-09-01 00:00:00
End date: 2020-10-01 00:00:00
Events found: 3446

Data on or after 2017/10/01 have not been reviewed by the ISC.

DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
ISC Bulletin
--EVENT--|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
605926249,NIED     ,2013-08-06,15:18:00   , 37.2000, 142.3000, 20.0,        ,NIED     ,14,7.270, 3.8,  ,      ,      ,      ,      ,      ,      ,146.00,81.00, -92.00,341.00,10.00, -76.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605926403,NIED     ,2013-08-06,21:30:00   , 35.3000, 141.2000,  5.0,        ,NIED     ,15,1.560, 4.1,  ,      ,      ,      ,      ,      ,      ,233.00,55.00, 154.00,339.00,69.00,  38.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603312783,JMA      ,2013-08-09,03:04:08.10, 36.1200, 139.9800, 67.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,190.00,28.00, 107.00,352.00,64.00,  82.00,  ,      ,70.00,244.00,      ,18.00, 88.00,      , 8.00,356.00
604645777,NIED     ,2013-08-09,09:58:00   , 37.2000, 141.7000, 32.0,        ,NIED     ,14,2.920, 3.6,  ,      ,      ,      ,      ,      ,      , 40.00,58.00, -51.00,164.00,49.00,-135.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604645797,NIED     ,2013-08-09,21:36:00   , 38.4000, 142.3000, 11.0,        ,NIED     ,14,1.760, 3.4,  ,      ,      ,      ,      ,      ,      ,139.00,24.00, -94.00,324.00,66.00, -88.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603312154,ISC      ,2013-08-09,22:56:01.27, 36.9266, 141.0963, 43.1,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 60.52,72.83,  89.58,241.93,17.17,  91.35,  ,      ,62.17,329.88,      ,27.83,150.85,      , 0.40, 60.64
603312154,NIED     ,2013-08-09,22:56:00   , 36.9000, 141.1000, 53.0,        ,NIED     ,16,3.190, 4.9,  ,      ,      ,      ,      ,      ,      , 21.00, 4.00, -99.00,210.00,86.00, -89.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603312154,GCMT     ,2013-08-09,22:56:03.70, 36.9700, 141.0600, 35.0,TRUE    ,GCMT     ,16,4.402, 5.0,16, 1.370,-0.742,-0.630, 2.450,-0.206, 3.480, 36.00,83.00,  88.00,228.00, 8.00, 102.00,16, 4.655,52.00,304.00,-4.148,38.00,127.00,-0.509, 2.00, 36.00
604645820,NIED     ,2013-08-10,14:59:00   , 38.7000, 142.2000, 44.0,        ,NIED     ,15,1.010, 3.9,  ,      ,      ,      ,      ,      ,      , 38.00,79.00,  99.00,178.00,14.00,  52.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604645844,NIED     ,2013-08-11,02:55:00   , 36.1000, 141.3000,  5.0,        ,NIED     ,14,2.650, 3.5,  ,      ,      ,      ,      ,      ,      , 45.00,59.00, -15.00,143.00,77.00,-148.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605949607,JMA      ,2013-08-11,05:32:32.40, 35.6800, 140.1300, 66.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  6.00,72.00,  90.00,186.00,18.00,  90.00,  ,      ,63.00,276.00,      ,27.00, 96.00,      , 0.00,  6.00
603327374,NIED     ,2013-08-12,12:59:00   , 36.9000, 141.2000,  8.0,        ,NIED     ,15,9.690, 4.6,  ,      ,      ,      ,      ,      ,      , 49.00,41.00, -45.00,176.00,62.00,-122.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603327374,JMA      ,2013-08-12,12:59:32.50, 36.9400, 141.1900, 26.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 43.00,50.00, -40.00,161.00,61.00,-133.00,  ,      , 6.00,280.00,      ,53.00, 18.00,      ,36.00,186.00
604645934,JMA      ,2013-08-12,17:18:56.50, 37.0800, 140.6600, 13.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 89.00,80.00, 140.00,187.00,51.00,  13.00,  ,      ,35.00, 40.00,      ,19.00,144.00,      ,49.00,257.00
605950285,JMA      ,2013-08-12,19:55:16.60, 37.0200, 140.6400,  7.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 28.00,35.00, -72.00,186.00,57.00,-102.00,  ,      ,11.00,285.00,      ,75.00, 62.00,      ,10.00,193.00
603329892,NIED     ,2013-08-13,01:01:00   , 38.8000, 142.4000, 32.0,        ,NIED     ,15,2.010, 4.1,  ,      ,      ,      ,      ,      ,      ,131.00,30.00, -23.00,241.00,79.00,-118.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605950399,JMA      ,2013-08-13,01:52:58.70, 37.0200, 140.6000,  9.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,119.00,51.00, -94.00,306.00,39.00, -85.00,  ,      , 6.00,212.00,      ,83.00,  5.00,      , 3.00,122.00
605253898,JMA      ,2013-08-13,03:54:39.40, 36.8100, 140.5800,  7.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 18.00,45.00, -98.00,210.00,45.00, -82.00,  ,      , 0.00,114.00,      ,84.00,204.00,      , 6.00, 24.00
605253898,NIED     ,2013-08-13,03:54:00   , 36.8000, 140.6000,  5.0,        ,NIED     ,14,1.130, 3.3,  ,      ,      ,      ,      ,      ,      ,209.00,58.00, -61.00,343.00,42.00,-128.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605950579,NIED     ,2013-08-13,10:17:00   , 37.3000, 141.9000, 29.0,        ,NIED     ,14,3.700, 3.6,  ,      ,      ,      ,      ,      ,      ,225.00,78.00, -71.00,348.00,22.00,-146.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603331487,NIED     ,2013-08-14,00:45:00   , 36.6000, 140.6000,  5.0,        ,NIED     ,14,5.340, 3.8,  ,      ,      ,      ,      ,      ,      ,146.00,52.00, -95.00,335.00,38.00, -83.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603331487,JMA      ,2013-08-14,00:45:30.80, 36.6300, 140.6000,  6.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,128.00,55.00,-108.00,338.00,38.00, -66.00,  ,      , 9.00,231.00,      ,73.00,351.00,      ,14.00,139.00
604645977,NIED     ,2013-08-14,02:09:00   , 37.5000, 142.3000,  5.0,        ,NIED     ,14,3.470, 3.6,  ,      ,      ,      ,      ,      ,      , 92.00,68.00, -36.00,197.00,57.00,-154.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603331496,JMA      ,2013-08-14,05:31:26.80, 36.6300, 140.6100,  6.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,107.00,65.00,-115.00,334.00,35.00, -49.00,  ,      ,16.00,215.00,      ,62.00,338.00,      ,22.00,118.00
605951370,JMA      ,2013-08-14,22:08:51.80, 35.4200, 139.1800, 16.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 78.00,82.00,  87.00,281.00, 9.00, 113.00,  ,      ,53.00,344.00,      ,37.00,171.00,      , 3.00, 78.00
605951382,NIED     ,2013-08-14,22:53:00   , 36.7000, 141.2000,  8.0,        ,NIED     ,14,8.640, 3.9,  ,      ,      ,      ,      ,      ,      , 30.00,58.00, -44.00,147.00,54.00,-139.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646040,NIED     ,2013-08-15,19:03:00   , 36.5000, 141.2000,  5.0,        ,NIED     ,14,5.620, 3.8,  ,      ,      ,      ,      ,      ,      ,209.00,70.00, -53.00,323.00,42.00,-149.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605951925,JMA      ,2013-08-16,01:11:01.20, 38.3700, 139.2900, 13.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 21.00,61.00,  89.00,204.00,29.00,  92.00,  ,      ,74.00,288.00,      ,16.00,112.00,      , 1.00, 22.00
604646090,JMA      ,2013-08-16,14:05:34.10, 36.9200, 139.4000,  4.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 17.00,48.00,  26.00,269.00,71.00, 135.00,  ,      ,45.00,224.00,      ,14.00,328.00,      ,42.00, 71.00
605255764,NIED     ,2013-08-16,21:14:00   , 35.6000, 141.0000, 14.0,        ,NIED     ,14,1.760, 3.4,  ,      ,      ,      ,      ,      ,      ,201.00,56.00, -60.00,334.00,44.00,-127.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605952535,NIED     ,2013-08-17,10:20:00   , 36.5000, 141.7000, 26.0,        ,NIED     ,15,2.660, 4.2,  ,      ,      ,      ,      ,      ,      ,  7.00,65.00, -89.00,185.00,25.00, -92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605256035,NIED     ,2013-08-17,13:42:00   , 36.8000, 141.4000, 17.0,        ,NIED     ,14,1.290, 3.3,  ,      ,      ,      ,      ,      ,      , 40.00,60.00, -37.00,151.00,58.00,-144.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646149,JMA      ,2013-08-17,16:42:33.60, 36.0800, 139.8800, 46.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 47.00,73.00,  87.00,236.00,17.00,  98.00,  ,      ,62.00,313.00,      ,28.00,139.00,      , 2.00, 48.00
604646194,NIED     ,2013-08-18,16:36:00   , 37.7000, 141.8000, 53.0,        ,NIED     ,14,2.120, 3.5,  ,      ,      ,      ,      ,      ,      ,163.00,73.00, 101.00,308.00,20.00,  57.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646203,NIED     ,2013-08-18,19:02:00   , 37.0000, 140.7000,  8.0,        ,NIED     ,14,1.020, 3.3,  ,      ,      ,      ,      ,      ,      , 84.00,43.00, -64.00,231.00,52.00,-112.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646203,JMA      ,2013-08-18,19:02:20.10, 37.0400, 140.6500,  9.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 85.00,54.00, -71.00,234.00,40.00,-114.00,  ,      , 7.00,161.00,      ,73.00, 48.00,      ,15.00,253.00
603338705,NIED     ,2013-08-19,02:22:00   , 36.6000, 140.6000,  5.0,        ,NIED     ,14,4.440, 3.7,  ,      ,      ,      ,      ,      ,      ,164.00,62.00, -86.00,337.00,28.00, -97.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603338705,JMA      ,2013-08-19,02:22:40.60, 36.6300, 140.6100,  6.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,164.00,50.00, -88.00,340.00,40.00, -93.00,  ,      , 5.00,252.00,      ,85.00, 94.00,      , 2.00,342.00
605953348,NIED     ,2013-08-19,09:35:00   , 36.6000, 141.1000, 50.0,        ,NIED     ,14,2.190, 3.5,  ,      ,      ,      ,      ,      ,      ,127.00,63.00, -58.00,253.00,41.00,-137.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605257213,NIED     ,2013-08-20,14:12:00   , 35.7000, 140.9000, 14.0,        ,NIED     ,14,1.310, 3.3,  ,      ,      ,      ,      ,      ,      ,204.00,46.00, -72.00,359.00,47.00,-108.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646281,NIED     ,2013-08-20,16:48:00   , 37.3000, 142.1000, 17.0,        ,NIED     ,14,1.460, 3.4,  ,      ,      ,      ,      ,      ,      ,177.00,83.00, -57.00,278.00,34.00,-167.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603341468,NIED     ,2013-08-20,17:41:00   , 36.9000, 142.7000, 11.0,        ,NIED     ,16,1.400, 4.7,  ,      ,      ,      ,      ,      ,      ,215.00,44.00, -62.00,358.00,52.00,-115.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603341468,GCMT     ,2013-08-20,17:41:21.80, 36.9300, 142.6600, 17.9,TRUE    ,GCMT     ,16,2.312, 4.8,16,-2.140, 0.538, 1.600, 0.016, 0.742,-1.060, 16.00,58.00,-102.00,217.00,34.00, -72.00,16, 2.189,13.00,114.00,-2.434,74.00,255.00, 0.243,10.00, 22.00
605954053,JMA      ,2013-08-21,03:21:49.50, 37.2800, 139.9100,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 51.00,72.00, 166.00,146.00,77.00,  18.00,  ,      ,22.00,  9.00,      , 3.00,278.00,      ,68.00,181.00
603342390,NIED     ,2013-08-21,15:28:00   , 37.5000, 141.8000, 41.0,        ,NIED     ,15,2.340, 4.2,  ,      ,      ,      ,      ,      ,      , 93.00,76.00,  86.00,289.00,14.00, 105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646325,NIED     ,2013-08-21,16:14:00   , 36.5000, 140.6000, 59.0,        ,NIED     ,14,5.770, 3.8,  ,      ,      ,      ,      ,      ,      , 15.00,65.00,  97.00,180.00,26.00,  76.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646325,JMA      ,2013-08-21,16:14:20.30, 36.4500, 140.6000, 56.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 13.00,64.00,  90.00,193.00,26.00,  90.00,  ,      ,71.00,283.00,      ,19.00,103.00,      , 0.00, 13.00
603342809,NIED     ,2013-08-21,17:20:00   , 36.9000, 141.3000,  8.0,        ,NIED     ,15,1.710, 4.1,  ,      ,      ,      ,      ,      ,      , 28.00,41.00, -94.00,214.00,49.00, -86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603458387,NIED     ,2013-08-22,16:55:00   , 37.7000, 142.3000, 17.0,        ,NIED     ,14,4.730, 3.7,  ,      ,      ,      ,      ,      ,      , 40.00,13.00, -78.00,207.00,77.00, -93.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646368,NIED     ,2013-08-22,19:29:00   , 37.1000, 142.4000, 17.0,        ,NIED     ,15,1.490, 4.0,  ,      ,      ,      ,      ,      ,      ,212.00,60.00, -69.00,354.00,36.00,-122.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605954947,JMA      ,2013-08-23,14:21:55.10, 36.5900, 140.5900,  5.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,144.00,33.00, -72.00,303.00,59.00,-101.00,  ,      ,13.00, 41.00,      ,74.00,183.00,      ,10.00,309.00
604646406,NIED     ,2013-08-24,02:50:00   , 37.2000, 142.4000, 20.0,        ,NIED     ,14,3.020, 3.6,  ,      ,      ,      ,      ,      ,      ,  8.00,44.00, -56.00,144.00,55.00,-119.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603345073,NIED     ,2013-08-25,09:18:00   , 38.3000, 141.6000, 56.0,        ,NIED     ,15,1.680, 4.1,  ,      ,      ,      ,      ,      ,      ,178.00,59.00, -47.00,297.00,51.00,-139.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603345073,JMA      ,2013-08-25,09:18:31.40, 38.3200, 141.6100, 55.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 10.00,83.00,  71.00,259.00,20.00, 158.00,  ,      ,49.00,260.00,      ,35.00,116.00,      ,18.00, 13.00
603345085,NIED     ,2013-08-25,14:25:00   , 35.4000, 140.1000, 62.0,        ,NIED     ,15,3.030, 4.3,  ,      ,      ,      ,      ,      ,      ,179.00,45.00, -88.00,357.00,45.00, -92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603345085,JMA      ,2013-08-25,14:25:23.70, 35.4600, 140.0900, 68.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,203.00,37.00, -64.00,351.00,58.00,-108.00,  ,      ,11.00, 94.00,      ,71.00,218.00,      ,15.00,  1.00
603499904,NIED     ,2013-08-26,05:24:00   , 38.9000, 141.9000, 56.0,        ,NIED     ,15,1.190, 4.0,  ,      ,      ,      ,      ,      ,      , 13.00,70.00,  93.00,185.00,20.00,  82.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603499904,JMA      ,2013-08-26,05:24:27.60, 38.9200, 141.9300, 51.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 14.00,62.00,  94.00,185.00,28.00,  82.00,  ,      ,73.00,294.00,      ,17.00,101.00,      , 4.00,192.00
604646506,NIED     ,2013-08-26,17:50:00   , 36.4000, 141.0000, 38.0,        ,NIED     ,14,3.710, 3.6,  ,      ,      ,      ,      ,      ,      , 25.00,82.00, 112.00,134.00,24.00,  21.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603348060,ISC      ,2013-08-27,17:09:22.25, 37.6472, 142.1971, 25.0,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,167.94,41.01, -61.94,312.70,54.61,-112.25,  ,      , 7.12, 58.36,      ,70.57,169.11,      ,17.98,326.03
603348060,NIED     ,2013-08-27,17:09:00   , 37.6000, 142.1000, 32.0,        ,NIED     ,15,6.250, 4.5,  ,      ,      ,      ,      ,      ,      ,153.00,35.00, -55.00,292.00,62.00,-112.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646555,NIED     ,2013-08-27,21:40:00   , 36.6000, 141.1000,  8.0,        ,NIED     ,15,3.480, 4.3,  ,      ,      ,      ,      ,      ,      ,224.00,47.00, -33.00,337.00,67.00,-132.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646559,JMA      ,2013-08-28,01:30:09.30, 35.5200, 140.9800, 41.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,105.00,87.00, -78.00,209.00,12.00,-166.00,  ,      ,41.00,184.00,      ,47.00, 28.00,      ,12.00,285.00
604646570,NIED     ,2013-08-28,08:55:00   , 37.1000, 141.2000, 56.0,        ,NIED     ,14,5.020, 3.7,  ,      ,      ,      ,      ,      ,      ,156.00,72.00,  85.00,352.00,19.00, 105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646570,JMA      ,2013-08-28,08:55:48.60, 37.1300, 141.2000, 61.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 51.00,19.00, 116.00,204.00,73.00,  82.00,  ,      ,61.00,102.00,      ,28.00,301.00,      , 8.00,207.00
604646578,NIED     ,2013-08-28,15:21:00   , 37.0000, 141.1000, 53.0,        ,NIED     ,14,5.290, 3.7,  ,      ,      ,      ,      ,      ,      , 26.00,69.00,  84.00,222.00,22.00, 105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646578,JMA      ,2013-08-28,15:21:00.00, 37.0300, 141.1000, 52.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 36.00,66.00,  88.00,222.00,24.00,  95.00,  ,      ,69.00,302.00,      ,21.00,128.00,      , 2.00, 37.00
604646600,NIED     ,2013-08-29,03:26:00   , 36.7000, 140.7000,  5.0,        ,NIED     ,14,3.160, 3.6,  ,      ,      ,      ,      ,      ,      , 98.00,45.00, -87.00,273.00,45.00, -93.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646600,JMA      ,2013-08-29,03:26:04.40, 36.7100, 140.6600,  5.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 60.00,50.00, -88.00,237.00,40.00, -92.00,  ,      , 5.00,149.00,      ,85.00,346.00,      , 1.00,239.00
604646608,JMA      ,2013-08-29,09:39:56.20, 38.8700, 141.6400, 61.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 11.00,68.00,  81.00,214.00,24.00, 111.00,  ,      ,66.00,265.00,      ,22.00,108.00,      , 8.00, 15.00
605957433,NIED     ,2013-08-29,12:45:00   , 37.1000, 140.6000,  5.0,        ,NIED     ,14,2.780, 3.6,  ,      ,      ,      ,      ,      ,      ,184.00,84.00, -38.00,279.00,52.00,-173.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
605957433,JMA      ,2013-08-29,12:45:51.70, 37.1000, 140.6000,  9.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,184.00,84.00, -27.00,277.00,63.00,-173.00,  ,      ,14.00,233.00,      ,23.00,137.00,      ,63.00,352.00
604646612,NIED     ,2013-08-29,13:43:00   , 35.6000, 139.6000, 29.0,        ,NIED     ,14,3.920, 3.7,  ,      ,      ,      ,      ,      ,      ,139.00,75.00, 107.00,270.00,23.00,  44.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
604646612,JMA      ,2013-08-29,13:43:25.20, 35.5900, 139.5700, 31.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,140.00,74.00,  95.00,301.00,16.00,  71.00,  ,      ,60.00, 58.00,      ,29.00,226.00,      , 5.00,319.00
603357499,NIED     ,2013-08-30,07:36:00   , 37.7000, 139.9000,  5.0,        ,NIED     ,14,8.000, 3.9,  ,      ,      ,      ,      ,      ,      , 22.00,56.00,  66.00,240.00,41.00, 121.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603357499,JMA      ,2013-08-30,07:36:48.10, 37.6800, 139.9300,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 15.00,64.00,  57.00,250.00,41.00, 137.00,  ,      ,58.00,239.00,      ,13.00,128.00,      ,29.00, 31.00
605261757,NIED     ,2013-08-31,18:46:00   , 35.8000, 141.2000, 32.0,        ,NIED     ,14,5.140, 3.7,  ,      ,      ,      ,      ,      ,      , 91.00,15.00, -97.00,278.00,75.00, -88.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603987003,JMA      ,2013-09-01,11:46:26.50, 36.0100, 139.9300, 43.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 60.00,75.00,  86.00,255.00,16.00, 105.00,  ,      ,60.00,324.00,      ,30.00,153.00,      , 4.00, 61.00
605958779,JMA      ,2013-09-01,19:39:32.70, 36.2600, 140.0500, 55.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 31.00,74.00,  81.00,242.00,19.00, 120.00,  ,      ,60.00,288.00,      ,28.00,129.00,      , 9.00, 34.00
603987110,NIED     ,2013-09-03,05:16:00   , 38.9000, 142.0000, 53.0,        ,NIED     ,15,1.070, 4.0,  ,      ,      ,      ,      ,      ,      , 23.00,75.00,  94.00,188.00,16.00,  75.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603987229,NIED     ,2013-09-04,20:19:00   , 37.1000, 140.7000,  5.0,        ,NIED     ,14,8.330, 3.9,  ,      ,      ,      ,      ,      ,      ,  0.00,21.00,-131.00,223.00,74.00, -76.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603987229,JMA      ,2013-09-04,20:19:35.60, 37.0700, 140.6700,  9.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 12.00,31.00,-106.00,211.00,60.00, -80.00,  ,      ,15.00,294.00,      ,73.00,145.00,      , 8.00, 26.00
605960284,JMA      ,2013-09-06,09:32:47.20, 35.5000, 139.0000, 18.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 32.00,48.00,  53.00,260.00,54.00, 124.00,  ,      ,63.00,231.00,      , 3.00,327.00,      ,27.00, 59.00
603987384,NIED     ,2013-09-07,14:38:00   , 36.4000, 140.8000, 59.0,        ,NIED     ,14,7.120, 3.8,  ,      ,      ,      ,      ,      ,      , 79.00,79.00, 174.00,170.00,84.00,  11.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603987435,NIED     ,2013-09-08,09:39:00   , 36.9000, 141.5000,  5.0,        ,NIED     ,14,5.920, 3.8,  ,      ,      ,      ,      ,      ,      , 41.00,45.00, -37.00,158.00,65.00,-129.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603987437,NIED     ,2013-09-08,12:16:00   , 38.3000, 142.1000, 35.0,        ,NIED     ,14,3.580, 3.6,  ,      ,      ,      ,      ,      ,      ,102.00,24.00, -11.00,202.00,86.00,-114.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603987459,NIED     ,2013-09-08,19:26:00   , 38.7000, 142.4000, 44.0,        ,NIED     ,14,4.130, 3.7,  ,      ,      ,      ,      ,      ,      , 86.00,25.00, 117.00,237.00,68.00,  78.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
603389944,ISC      ,2013-09-09,00:04:21.68, 36.6999, 140.5803, 17.5,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,168.10,87.87, -66.99,263.10,23.10,-174.57,  ,      ,38.62,237.38,      ,42.59,100.14,      ,22.99,347.19
