
International Seismological Centre
ISC: Focal Mechanism solutions

Any use of data from the ISC should be cited. The correct format for citations may be found on our citation page.

The ISC Bulletin has now been completely rebuilt for the period 1964-2010. As a result, the ISC hypocentre solutions and magnitudes for the entire period of 1964-latest are based on the ak135 velocity model and the location procedure that is currently used in operations. The Bulletin has been cleaned up and a considerable number of previously unavailable data of permanent and temporary seismic deployments have been added.

Once the search has completed, a compressed KML file will be available to view the results in Google Earth.

Make an event map
Search summary:
Database: ISC Bulletin
Search type: Rectangular search
Latitude range: 35 to 39
Longitude range: 139 to 143
Start date: 2012-09-01 00:00:00
End date: 2020-10-01 00:00:00
Events found: 3446

Data on or after 2017/10/01 have not been reviewed by the ISC.

DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
ISC Bulletin
--EVENT--|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
613510535,NEIC     ,2018-10-20,20:13:37.32, 37.8889, 141.6910, 54.4,        ,NEIC     ,15,3.530, 4.3,15, 3.094,-0.969,-2.124,-1.007,-0.839,-1.807, 27.25,26.92,  88.88,208.51,63.09,  90.57,15, 3.769,72.00,120.00,-3.241,18.00,298.00,-0.529, 1.00, 28.00
613510535,NIED     ,2018-10-20,20:13:36.41, 37.8592, 141.7572, 52.8,        ,NIED     ,15,3.040, 4.3,15, 2.491,-1.430,-1.061,-1.069,-0.765,-1.754, 58.00,25.00, 107.00,219.00,66.00,  82.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613510703,NIED     ,2018-10-21,11:02:51.55, 35.2503, 140.5327, 47.3,        ,NIED     ,15,2.990, 4.3,15,-2.528, 0.554, 1.975, 1.289, 1.243, 0.652, 15.00,34.00,-116.00,225.00,59.00, -74.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613510803,NIED     ,2018-10-22,10:47:18.44, 37.5173, 141.4448, 48.9,        ,NIED     ,16,3.110, 4.9,16, 1.962,-0.403,-1.560, 1.008,-0.753, 2.212, 25.00,71.00,  89.00,207.00,19.00,  92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613511891,NEIC     ,2018-10-23,11:06:20.19, 38.2873, 141.9099, 35.0,        ,NEIC     ,15,8.830, 4.6,15, 2.346, 1.279,-3.625, 3.446, 1.146, 7.386, 21.92,82.24, 106.87,135.92,18.53,  25.16,15, 8.936,50.00,311.00,-8.710,35.00, 97.00,-0.227,17.00,200.00
613511891,NIED     ,2018-10-23,11:06:20.67, 38.2712, 141.8980, 45.8,        ,NIED     ,16,1.160, 4.6,16, 0.692,-0.069,-0.622, 0.387,-0.292, 0.823, 25.00,71.00,  91.00,201.00,19.00,  87.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613568434,NIED     ,2018-10-24,07:35:38.57, 38.0517, 142.7062, 18.7,        ,NIED     ,14,5.500, 3.8,14,-4.893, 5.361,-0.468, 1.248, 0.767, 1.300, 96.00,39.00, -69.00,250.00,54.00,-106.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613568464,NIED     ,2018-10-24,20:01:24.37, 37.3097, 142.1913, 33.0,        ,NIED     ,15,1.400, 4.0,15,-1.156, 0.400, 0.756, 0.380,-0.883, 0.158,161.00,46.00, -60.00,301.00,51.00,-118.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613513848,NEIC     ,2018-10-25,18:36:09.09, 38.3158, 141.7850, 40.0,        ,NEIC     ,17,6.550, 5.8,17, 4.270, 0.763,-5.033, 2.063,-0.869, 3.970, 22.44,67.35, 103.01,171.48,25.95,  61.65,17, 6.239,65.00,315.00,-6.815,21.00,103.00, 0.575,12.00,197.00
613513848,IPGP     ,2018-10-25,18:36:09.00, 38.2870, 141.7860, 47.0,        ,IPGP     ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 22.00,66.00,  97.00,184.00,25.00,  74.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613513848,NEIC     ,2018-10-25,18:36:09   , 38.0797, 142.2919, 50.5,TRUE    ,NEIC     ,17,4.360, 5.7,17, 3.491,-0.531,-2.960, 1.328,-0.615, 2.540, 22.20,65.54,  96.38,187.09,25.23,  76.28,17, 4.593,69.00,305.00,-4.137,20.00,107.00,-0.456, 6.00,200.00
613513848,NIED     ,2018-10-25,18:36:09.82, 38.2793, 141.8113, 48.7,        ,NIED     ,17,4.780, 5.7,17, 3.185,-0.209,-2.976, 1.832,-1.028, 2.987, 28.00,69.00,  97.00,188.00,22.00,  72.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613513848,GCMT     ,2018-10-25,18:36:13.10, 38.3100, 141.9400, 50.1,TRUE    ,GCMT     ,17,5.922, 5.8,17, 4.540,-0.115,-4.430, 1.860,-1.200, 3.170, 24.00,64.00,  99.00,184.00,27.00,  72.00,17, 5.893,69.00,312.00,-5.952,19.00,108.00, 0.054, 8.00,201.00
613515699,NEIC     ,2018-10-27,00:08:02.86, 36.9011, 141.2901,  9.7,        ,NEIC     ,16,1.250, 4.7,16,-0.855,-0.380, 1.235,-0.365, 0.269, 0.409, 37.30,43.84, -45.09,163.19,60.62,-124.13,16, 1.336, 9.00,277.00,-1.153,59.00, 23.00,-0.183,29.00,182.00
613515699,NEIC     ,2018-10-27,00:08:01.90, 36.4760, 140.8313, 11.5,TRUE    ,NEIC     ,16,1.820, 4.8,16,-1.252, 0.065, 1.187,-0.197, 0.375, 1.286, 32.49,25.43, -59.52,179.39,68.28,-103.56,16, 1.782,22.00,280.00,-1.862,64.00, 67.00, 0.080,13.00,184.00
613515699,NIED     ,2018-10-27,00:08:02.27, 36.8030, 141.3633, 41.5,        ,NIED     ,16,1.440, 4.7,16,-1.248,-0.100, 1.348,-0.125, 0.327, 0.520, 23.00,36.00, -72.00,182.00,56.00,-102.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613515699,GCMT     ,2018-10-27,00:08:03.90, 36.7100, 141.3900, 18.0,TRUE    ,GCMT     ,16,2.400, 4.9,16,-2.130, 0.010, 2.120,-0.926, 0.480, 0.480, 32.00,45.00, -58.00,171.00,53.00,-118.00,16, 2.243, 4.00,281.00,-2.557,68.00, 20.00, 0.314,22.00,189.00
613970623,NIED     ,2018-10-28,13:29:00.89, 37.2652, 142.1333, 35.0,        ,NIED     ,14,5.540, 3.8,14, 3.259,-3.352, 0.092,-2.205, 1.602, 3.510, 88.00,28.00,  44.00,317.00,71.00, 111.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613516273,NIED     ,2018-10-28,14:46:30.22, 36.8998, 141.4500, 62.6,        ,NIED     ,15,1.080, 4.0,15, 0.652,-0.254,-0.399, 0.865,-0.349, 0.042, 72.00,73.00, 111.00,201.00,27.00,  42.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613970637,NIED     ,2018-10-28,17:31:52.65, 35.7587, 140.8642,  9.5,        ,NIED     ,14,3.570, 3.6,14,-3.323, 0.206, 3.117, 0.218, 1.570,-0.031, 19.00,45.00, -96.00,208.00,46.00, -84.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613516881,NIED     ,2018-10-29,12:25:21.80, 36.3967, 141.0235, 46.6,        ,NIED     ,15,1.390, 4.0,15, 0.859,-0.053,-0.806, 0.250,-0.413, 1.011, 16.00,69.00,  84.00,214.00,22.00, 106.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614205282,NIED     ,2018-10-31,07:47:04.82, 37.2835, 141.4975, 25.6,        ,NIED     ,14,1.630, 3.4,14,-1.153, 0.597, 0.556, 0.946, 0.563, 0.668, 40.00,23.00,-101.00,232.00,68.00, -85.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614406012,NIED     ,2018-11-01,02:17:49.14, 38.7030, 142.2450, 38.5,        ,NIED     ,14,2.200, 3.5,14, 0.923,-0.141,-0.782, 1.020,-0.028, 1.760, 27.00,79.00,  97.00,175.00,13.00,  58.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614219661,NIED     ,2018-11-01,05:38:52.82, 37.0947, 142.3127, 42.0,        ,NIED     ,14,2.990, 3.6,14,-0.890,-0.340, 1.230, 0.352,-1.536, 2.299,184.00,79.00, -57.00,290.00,35.00,-161.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614406013,NIED     ,2018-11-01,16:05:19.36, 36.7685, 141.2557, 31.5,        ,NIED     ,13,7.070, 3.2,13,-4.309,-1.319, 5.628,-2.378, 3.793,-3.060, 39.00,64.00, -71.00,181.00,32.00,-124.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614229597,NIED     ,2018-11-02,10:46:06.62, 37.0917, 142.2018, 38.0,        ,NIED     ,14,6.420, 3.8,14, 1.625, 0.917,-2.543, 0.138,-0.807, 6.023,  1.00,80.00,  83.00,216.00,12.00, 124.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613524249,NEIC     ,2018-11-02,18:19:29.53, 36.3246, 141.9964, 15.1,        ,NEIC     ,15,6.500, 4.5,15, 4.670,-0.153,-4.516, 0.143,-2.507, 3.854,  9.94,63.97,  74.95,221.43,29.80, 117.99,15, 6.162,68.00,251.00,-6.795,18.00,111.00, 0.633,13.00, 17.00
613524249,NEIC     ,2018-11-02,18:19:30.20, 36.1247, 142.3370, 13.5,TRUE    ,NEIC     ,15,7.110, 4.5,15, 5.072,-0.526,-4.546, 2.742,-1.190, 4.289, 27.21,68.04,  98.52,185.39,23.48,  69.84,15, 7.314,66.00,312.00,-6.902,23.00,111.00,-0.412, 8.00,204.00
613524249,NIED     ,2018-11-02,18:19:31.60, 36.3597, 141.7970, 61.2,        ,NIED     ,15,8.090, 4.5,15, 4.269, 0.688,-4.957, 2.705,-1.435, 5.913, 23.00,72.00,  97.00,180.00,19.00,  68.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614229660,NIED     ,2018-11-03,09:31:21.09, 36.7888, 141.3452, 42.3,        ,NIED     ,14,1.910, 3.5,14,-1.613,-0.032, 1.645,-0.158, 1.076,-0.136, 30.00,48.00, -84.00,202.00,42.00, -96.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613525690,NIED     ,2018-11-04,18:02:42.02, 38.6898, 141.8687, 64.3,        ,NIED     ,15,1.590, 4.1,15, 0.734, 0.523,-1.258, 0.341,-0.664,-0.917, 55.00,42.00, 153.00,166.00,72.00,  52.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614238532,NIED     ,2018-11-05,22:18:43.69, 37.6698, 142.0177, 31.7,        ,NIED     ,14,4.120, 3.7,14,-2.389, 1.209, 1.179, 2.125,-1.514,-2.441,130.00,19.00, -98.00,318.00,71.00, -87.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614253957,NIED     ,2018-11-06,00:54:28.06, 38.2313, 141.7073, 50.6,        ,NIED     ,14,3.130, 3.6,14, 0.267, 1.520,-1.787, 1.371, 0.386, 2.247, 33.00,87.00, 122.00,128.00,32.00,   6.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
613954650,NEIC     ,2018-11-08,21:51:40.18, 38.6564, 141.9828, 39.5,        ,NEIC     ,15,3.390, 4.3,15, 0.419,-0.503, 0.083, 1.656,-0.001, 2.925, 30.37,87.92,  85.62,274.96, 4.85, 154.51,15, 3.558,47.00,296.00,-3.203,43.00,125.00,-0.355, 4.00, 31.00
613954650,NIED     ,2018-11-08,21:51:38.91, 38.6597, 142.1485, 41.4,        ,NIED     ,15,4.500, 4.4,15, 3.263,-0.446,-2.817, 1.574,-1.142, 2.667, 28.00,67.00,  95.00,196.00,24.00,  79.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614299322,NIED     ,2018-11-09,22:03:26.86, 38.3338, 141.8677, 46.1,        ,NIED     ,14,2.340, 3.5,14,-0.186, 0.890,-0.704,-1.792,-0.040, 1.278,127.00,87.00, -71.00,226.00,19.00,-170.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614299430,NIED     ,2018-11-11,05:33:28.49, 37.4213, 141.9353, 34.3,        ,NIED     ,14,1.390, 3.4,14,-1.113,-0.223, 1.336, 0.472, 0.392,-0.118,217.00,50.00, -56.00,350.00,50.00,-124.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614182574,NIED     ,2018-11-11,19:00:38.89, 35.2405, 140.2978,  6.0,        ,NIED     ,14,4.250, 3.7,14,-3.014, 0.737, 2.277, 0.274, 2.328,-2.278, 12.00,63.00,-117.00,241.00,38.00, -48.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614399720,NIED     ,2018-11-15,15:37:34.19, 36.0027, 141.1827, 34.3,        ,NIED     ,14,4.790, 3.7,14, 1.025,-0.510,-0.514, 2.556, 0.490,-3.921,147.00,84.00,  92.00,305.00, 6.00,  69.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614401382,NIED     ,2018-11-18,02:06:11.96, 36.1565, 141.9770, 64.0,        ,NIED     ,14,7.510, 3.9,14, 6.541,-1.335,-5.205, 2.264,-2.657, 2.894, 32.00,60.00,  95.00,202.00,31.00,  81.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614401450,NIED     ,2018-11-18,23:35:15.37, 36.9735, 141.3630, 28.5,        ,NIED     ,15,1.070, 4.0,15,-0.998, 0.268, 0.731,-0.089, 0.587, 0.095, 42.00,45.00, -78.00,206.00,46.00,-101.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614404551,NIED     ,2018-11-20,22:28:54.13, 35.7390, 140.6800, 50.1,        ,NIED     ,15,1.410, 4.0,15, 1.084,-0.097,-0.986,-0.004,-0.016, 0.964,  0.00,66.00,  89.00,182.00,24.00,  91.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614405230,NIED     ,2018-11-23,10:47:53.33, 37.3913, 141.6880, 43.9,        ,NIED     ,14,8.290, 3.9,14, 7.251,-1.894,-5.357, 0.733,-2.450, 4.505, 18.00,62.00,  82.00,215.00,29.00, 105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614299535,NIED     ,2018-11-23,14:30:14.10, 37.0717, 141.1722, 49.7,        ,NIED     ,16,2.170, 4.8,16, 1.345,-0.260,-1.085, 0.630,-0.509, 1.591, 22.00,71.00,  88.00,208.00,19.00,  96.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614299535,NEIC     ,2018-11-23,14:30:14.70, 37.1341, 141.0380, 50.5,TRUE    ,NEIC     ,16,2.170, 4.8,16, 1.737,-0.123,-1.615, 0.254,-0.693, 1.173, 16.06,61.81,  84.57,207.44,28.66, 100.01,16, 2.108,73.00,273.00,-2.241,17.00,110.00, 0.133, 5.00, 19.00
614299535,NEIC     ,2018-11-23,14:30:14.72, 37.1407, 141.2093, 48.0,        ,NEIC     ,16,1.600, 4.7,16, 0.570,-0.100,-0.471, 0.445,-0.456, 1.364, 18.81,78.03,  81.08,235.91,14.89, 126.17,16, 1.518,56.00,277.00,-1.663,32.00,116.00, 0.146, 9.00, 21.00
614299535,GCMT     ,2018-11-23,14:30:16.60, 37.0900, 141.2900, 50.3,TRUE    ,GCMT     ,16,2.839, 4.9,16, 2.410,-0.313,-2.100, 0.513,-0.771, 1.430, 20.00,61.00,  90.00,201.00,29.00,  91.00,16, 2.851,74.00,289.00,-2.827,16.00,110.00,-0.026, 0.00, 20.00
614337120,NEIC     ,2018-11-24,22:46:34.54, 38.8765, 142.5727, 23.8,        ,NEIC     ,14,8.360, 3.9,14,-7.135,-0.182, 7.316,-1.952, 1.054, 3.560, 23.32,35.02, -63.16,171.60,59.20,-107.56,14, 8.188,13.00,274.00,-8.515,70.00, 42.00, 0.327,15.00,181.00
614337120,NIED     ,2018-11-24,22:46:34.91, 38.9670, 142.4438, 33.7,        ,NIED     ,15,1.350, 4.0,15,-1.177,-0.251, 1.428,-0.121,-0.030,-0.316,  6.00,52.00, -81.00,171.00,39.00,-102.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614405243,NIED     ,2018-11-26,10:05:08.26, 36.1797, 140.9322, 43.8,        ,NIED     ,14,9.600, 3.9,14,-0.064, 5.445,-5.380,-3.859,-1.569, 6.793,145.00,90.00, -54.00,236.00,36.00,-180.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614368006,NIED     ,2018-11-26,22:26:37.57, 37.3843, 141.7418, 42.8,        ,NIED     ,14,7.570, 3.9,14, 1.758, 0.029,-1.787, 1.955, 3.918, 6.006,  5.00,82.00, 123.00,107.00,34.00,  14.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614405242,NIED     ,2018-11-26,22:58:15.67, 36.7875, 141.3505, 44.2,        ,NIED     ,14,7.000, 3.8,14,-2.976,-2.520, 5.495, 4.423, 0.867, 2.491,223.00,74.00, -53.00,333.00,40.00,-154.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614368009,NEIC     ,2018-11-26,23:33:51.41, 36.0703, 139.7598, 54.2,        ,NEIC     ,16,1.910, 4.8,16, 0.944,-1.521, 0.577, 0.380,-0.606, 1.172, 40.67,69.90,  50.19,288.26,43.83, 150.24,16, 1.950,49.00,267.00,-1.871,15.00,159.00,-0.079,37.00, 57.00
614368009,NIED     ,2018-11-26,23:33:51.15, 36.0722, 139.8633, 44.0,        ,NIED     ,16,2.440, 4.9,16, 1.575,-1.822, 0.247, 0.598,-0.791, 1.432, 43.00,66.00,  60.00,278.00,37.00, 139.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614368009,GCMT     ,2018-11-26,23:33:52.40, 35.9200, 139.8300, 59.7,TRUE    ,GCMT     ,16,2.934, 4.9,16, 1.940,-2.100, 0.160, 0.863,-1.340, 1.440, 43.00,65.00,  64.00,271.00,35.00, 132.00,16, 2.746,61.00,273.00,-3.122,16.00,151.00, 0.377,23.00, 54.00
614393340,NIED     ,2018-11-28,11:14:54.71, 36.4423, 141.0068, 45.8,        ,NIED     ,15,6.470, 4.5,15, 6.001,-4.143,-1.858,-1.663,-3.115, 1.044, 40.00,44.00,  66.00,251.00,51.00, 111.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614566001,NIED     ,2018-12-01,23:53:38.34, 37.2848, 141.6398, 45.1,        ,NIED     ,14,2.280, 3.5,14, 0.294, 0.415,-0.709, 1.427,-0.854, 1.560, 48.00,82.00, 106.00,163.00,17.00,  27.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614442461,NIED     ,2018-12-02,06:20:50.05, 38.3022, 141.8495, 46.2,        ,NIED     ,14,2.380, 3.5,14,-1.063, 0.490, 0.573, 0.405, 0.534, 2.105, 59.00,16.00, -48.00,195.00,78.00,-101.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614442471,NIED     ,2018-12-02,08:20:53.76, 37.3480, 142.5422, 28.2,        ,NIED     ,14,2.960, 3.6,14,-2.964, 0.741, 2.223, 0.605, 1.141, 0.014, 19.00,43.00,-104.00,218.00,49.00, -78.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614442490,NIED     ,2018-12-02,19:01:21.24, 38.1703, 141.6697, 49.7,        ,NIED     ,14,1.630, 3.4,14, 1.535,-0.329,-1.206, 0.009,-0.423, 0.739, 13.00,58.00,  82.00,209.00,33.00, 103.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614442558,NIED     ,2018-12-03,18:53:02.20, 36.0917, 139.8502, 51.5,        ,NIED     ,14,2.080, 3.5,14, 0.288,-1.802, 1.514,-0.574, 0.035,-1.099,131.00,56.00, 168.00,228.00,80.00,  35.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614442623,NIED     ,2018-12-04,17:10:49.95, 38.0360, 142.2082, 37.6,        ,NIED     ,14,5.700, 3.8,14,-1.024,-0.119, 1.143, 1.248,-0.138, 5.449,193.00,85.00, -86.00,335.00, 7.00,-127.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614457625,NIED     ,2018-12-05,01:10:16.03, 36.3498, 141.7282, 60.0,        ,NIED     ,14,2.600, 3.5,14, 1.581,-0.154,-1.427,-0.231,-1.392, 1.591,  6.00,67.00,  60.00,242.00,37.00, 140.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614405773,NEIC     ,2018-12-05,12:09:01.16, 36.3102, 142.0096, 18.1,        ,NEIC     ,15,6.280, 4.5,15, 3.210,-0.950,-2.261,-2.823,-4.117, 2.522,  6.33,59.17,  38.04,254.47,58.05, 142.84,15, 6.686,47.00,221.00,-5.776, 1.00,130.00,-0.910,43.00, 40.00
614405773,NIED     ,2018-12-05,12:09:02.84, 36.3423, 141.7003, 63.3,        ,NIED     ,15,6.390, 4.5,15, 2.699,-0.384,-2.315, 0.225,-2.859, 5.131,  7.00,76.00,  66.00,248.00,27.00, 147.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614409410,NEIC     ,2018-12-07,23:13:40.67, 36.3213, 141.8009, 21.9,        ,NEIC     ,15,6.890, 4.5,15, 2.493,-1.821,-0.672, 0.818,-3.227, 5.605, 15.52,78.12,  62.87,263.62,29.43, 155.23,15, 6.945,50.00,256.00,-6.836,28.00,127.00,-0.109,27.00, 22.00
614409410,NIED     ,2018-12-07,23:13:39.94, 36.3222, 141.7862, 57.0,        ,NIED     ,15,8.430, 4.6,15, 2.143, 2.168,-4.311, 2.629,-1.469, 7.226, 22.00,79.00,  97.00,169.00,14.00,  58.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614409417,NEIC     ,2018-12-08,01:54:03.63, 37.0808, 141.3255, 40.5,        ,NEIC     ,16,3.150, 4.9,16,-1.696, 1.124, 0.572, 2.093,-0.355, 1.787, 93.32,14.52, -54.02,236.46,78.30, -98.65,16, 2.450,33.00,334.00,-3.555,56.00,136.00, 1.105, 8.00,238.00
614409417,NIED     ,2018-12-08,01:54:02.56, 37.0315, 141.3448, 49.6,        ,NIED     ,16,3.470, 5.0,16,-1.283, 1.060, 0.224, 2.429,-0.441, 2.304,104.00,11.00, -38.00,232.00,83.00, -99.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614409417,NEIC     ,2018-12-08,01:54:03.40, 36.8955, 141.8211, 40.5,TRUE    ,NEIC     ,16,2.910, 4.9,16,-1.330, 1.254, 0.076, 1.952,-0.565, 1.851,120.26,20.19, -30.47,239.16,79.92,-107.58,16, 2.394,33.00,344.00,-3.417,52.00,129.00, 1.023,17.00,242.00
614409417,GCMT     ,2018-12-08,01:54:04.60, 37.0900, 141.4900, 50.7,TRUE    ,GCMT     ,16,3.273, 4.9,16,-1.250, 1.150, 0.100, 2.400,-0.504, 1.970,118.00,15.00, -31.00,238.00,82.00,-103.00,16, 2.815,36.00,339.00,-3.731,51.00,133.00, 0.920,13.00,240.00
614563777,NIED     ,2018-12-10,02:07:00.88, 37.5228, 141.7480, 39.6,        ,NIED     ,14,3.050, 3.6,14, 1.248,-0.842,-0.406, 2.622,-1.117, 0.085, 82.00,78.00, 110.00,202.00,23.00,  33.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614461205,NIED     ,2018-12-11,01:17:23.64, 36.3672, 140.9700, 46.0,        ,NIED     ,14,9.270, 3.9,14, 9.169,-0.955,-8.214, 0.836,-1.212, 2.814, 11.00,54.00,  92.00,187.00,36.00,  87.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614461234,NIED     ,2018-12-11,09:32:58.66, 36.8980, 141.5235, 42.9,        ,NIED     ,14,3.610, 3.6,14, 1.410,-3.812, 2.401,-0.422,-0.230,-1.371,128.00,62.00, 157.00,229.00,70.00,  30.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614429513,NIED     ,2018-12-12,08:49:56.16, 36.4478, 140.5788, 55.6,        ,NIED     ,15,3.160, 4.3,15, 2.264,-0.147,-2.117, 0.914,-0.253, 2.070, 19.00,68.00,  98.00,178.00,23.00,  71.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614441771,NIED     ,2018-12-14,08:04:33.61, 37.8605, 142.4837, 43.9,        ,NIED     ,16,1.510, 4.7,16, 1.292,-1.330, 0.038,-0.210, 0.474,-0.540,129.00,49.00, 122.00,266.00,50.00,  59.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614441771,NEIC     ,2018-12-14,08:04:33.70, 37.8939, 142.8036, 30.5,TRUE    ,NEIC     ,16,2.050, 4.8,16, 1.804,-1.532,-0.272,-0.482, 0.915,-0.537,137.03,45.88, 119.17,278.31,51.18,  63.31,16, 2.074,69.00,124.00,-2.022, 3.00, 27.00,-0.052,20.00,296.00
614441771,GCMT     ,2018-12-14,08:04:35.60, 37.9300, 142.5400, 31.3,TRUE    ,GCMT     ,16,2.452, 4.9,16, 2.240,-2.240,-0.010,-0.474, 0.576,-0.668,121.00,44.00, 116.00,267.00,51.00,  67.00,16, 2.503,72.00,115.00,-2.401, 4.00, 12.00,-0.112,18.00,281.00
614563778,NIED     ,2018-12-18,02:53:17.25, 37.1552, 142.0747, 43.0,        ,NIED     ,14,9.710, 3.9,14, 9.905,-3.732,-6.173,-1.935, 3.471, 2.155,146.00,36.00,  93.00,323.00,54.00,  88.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614563780,NIED     ,2018-12-18,15:18:46.69, 38.2432, 141.7292, 49.4,        ,NIED     ,14,6.370, 3.8,14, 1.319,-0.026,-1.293, 3.066,-1.522, 5.282, 30.00,82.00,  88.00,223.00, 8.00, 103.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614563782,NIED     ,2018-12-21,04:13:31.85, 37.0658, 141.1362, 49.7,        ,NIED     ,14,8.390, 3.9,14, 5.115, 0.314,-5.429, 2.434,-0.725, 6.003, 19.00,71.00,  98.00,175.00,21.00,  67.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614563788,NIED     ,2018-12-23,09:04:16.20, 37.8828, 142.4953, 42.8,        ,NIED     ,15,1.440, 4.0,15, 1.096,-1.339, 0.243,-0.190, 0.352,-0.628,128.00,51.00, 130.00,256.00,53.00,  52.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614461774,NIED     ,2018-12-26,16:48:52.13, 38.7193, 142.2563, 39.3,        ,NIED     ,16,1.260, 4.7,16, 0.670, 0.025,-0.696, 0.090,-0.125, 1.043,  6.00,73.00,  88.00,194.00,17.00,  98.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614463869,NIED     ,2018-12-30,05:16:10.64, 35.4120, 139.4882,115.2,        ,NIED     ,14,4.470, 3.7,14, 0.806, 0.935,-1.741,-0.084,-3.340,-2.690, 80.00,52.00, 175.00,173.00,86.00,  38.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614563798,NIED     ,2018-12-31,01:23:56.22, 37.4250, 141.9230, 37.3,        ,NIED     ,14,2.790, 3.6,14,-0.711,-0.781, 1.492, 1.403, 0.307, 2.033,215.00,81.00, -70.00,329.00,22.00,-154.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
614464677,NIED     ,2018-12-31,14:10:23.24, 37.3430, 141.5603, 45.4,        ,NIED     ,16,4.160, 5.0,16, 2.853,-0.696,-2.156, 1.257,-0.869, 2.893, 24.00,70.00,  89.00,206.00,20.00,  92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
